RelativeTime(sec)	ID1-Accerlation-X(G)	ID1-Accerlation-Y(G)	ID1-Accerlation-Z(G)	ID2-Accerlation-X(G)	ID2-Accerlation-Y(G)	ID2-Accerlation-Z(G)	ID3-Accerlation-X(G)	ID3-Accerlation-Y(G)	ID3-Accerlation-Z(G)	Pressure-1(bar)	Pressure-2(bar)	Pressure-3(bar)	Pressure-4(bar)	Pressure-5(bar)	Pressure-6(bar)	Pressure-7(bar)	Pressure-8(bar)	
18.997	0.000	0.000	0.000	0.978	-0.052	0.202	-0.009	-0.007	0.995	0.092	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
19.003	0.000	0.000	0.000	0.980	-0.054	0.196	-0.013	-0.008	1.003	0.092	0.000	0.000	0.000	0.000	98.195	4.122	0.000	
19.007	0.000	0.000	0.000	0.977	-0.055	0.199	-0.009	-0.006	1.007	0.092	0.000	0.000	0.000	0.000	98.195	4.122	0.000	
19.012	0.000	0.000	0.000	0.980	-0.056	0.201	-0.010	-0.009	1.003	0.092	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.018	0.000	0.000	0.000	0.978	-0.056	0.202	-0.012	-0.002	0.992	0.000	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.023	0.000	0.000	0.000	0.976	-0.059	0.204	-0.008	-0.005	1.000	0.000	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.027	0.000	0.000	0.000	0.976	-0.056	0.203	-0.012	-0.005	0.999	0.000	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
19.032	0.000	0.000	0.000	0.979	-0.055	0.203	-0.011	-0.006	0.996	0.000	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
19.038	0.000	0.000	0.000	0.976	-0.056	0.204	-0.011	-0.006	1.001	0.092	0.000	0.000	0.000	0.000	97.920	4.030	0.000	
19.042	0.000	0.000	0.000	0.977	-0.057	0.193	-0.011	-0.008	1.000	0.092	0.000	0.000	0.000	0.000	97.920	4.030	0.000	
19.047	0.000	0.000	0.000	0.976	-0.058	0.198	-0.010	-0.009	0.998	0.092	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.052	0.000	0.000	0.000	0.976	-0.057	0.201	-0.009	-0.008	1.001	0.092	0.000	0.000	0.000	0.000	98.012	4.122	0.000	
19.058	0.000	0.000	0.000	0.979	-0.054	0.204	-0.009	-0.004	0.998	0.000	0.000	0.000	0.000	0.000	98.104	4.122	0.000	
19.062	0.000	0.000	0.000	0.981	-0.061	0.197	-0.012	-0.006	1.003	0.000	0.000	0.000	0.000	0.000	98.104	4.122	0.000	
19.068	0.000	0.000	0.000	0.979	-0.057	0.198	-0.011	-0.006	0.996	0.000	0.000	0.000	0.000	0.000	98.012	4.122	0.000	
19.073	0.000	0.000	0.000	0.980	-0.055	0.200	-0.011	-0.007	1.005	0.000	0.000	0.000	0.000	0.000	98.012	4.214	0.000	
19.078	0.000	0.000	0.000	0.978	-0.052	0.195	-0.015	-0.006	1.002	0.000	0.000	0.000	0.000	0.000	98.104	4.214	0.000	
19.082	0.000	0.000	0.000	0.978	-0.056	0.199	-0.009	-0.010	0.997	0.000	0.000	0.000	0.000	0.000	98.104	4.122	0.000	
19.088	0.000	0.000	0.000	0.979	-0.058	0.197	-0.008	-0.006	0.999	0.092	0.000	0.000	0.000	0.000	98.195	4.122	0.000	
19.092	0.000	0.000	0.000	0.977	-0.054	0.199	-0.010	-0.007	0.997	0.092	0.000	0.000	0.000	0.000	98.195	4.122	0.000	
19.097	0.000	0.000	0.000	0.980	-0.056	0.194	-0.010	-0.008	1.003	0.000	0.000	0.000	0.000	0.000	98.195	4.122	0.000	
19.102	0.000	0.000	0.000	0.975	-0.055	0.198	-0.009	-0.007	1.001	0.000	0.000	0.000	0.000	0.000	98.195	4.122	0.000	
19.107	0.000	0.000	0.000	0.980	-0.055	0.194	-0.011	-0.007	1.003	0.000	0.000	0.000	0.000	0.000	98.104	4.122	0.000	
19.112	0.000	0.000	0.000	0.977	-0.058	0.196	-0.006	-0.004	0.997	0.000	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
19.117	0.000	0.000	0.000	0.978	-0.058	0.203	-0.010	-0.006	0.997	0.000	0.000	0.000	0.000	0.000	97.920	4.030	0.000	
19.122	0.000	0.000	0.000	0.979	-0.054	0.199	-0.009	-0.004	0.998	0.000	0.000	0.000	0.000	0.000	97.920	4.122	0.000	
19.127	0.000	0.000	0.000	0.977	-0.059	0.198	-0.009	-0.005	1.002	0.000	0.000	0.000	0.000	0.000	98.195	4.122	0.000	
19.133	0.000	0.000	0.000	0.976	-0.056	0.198	-0.011	-0.007	0.999	0.000	0.000	0.000	0.000	0.000	98.195	4.122	0.000	
19.137	0.000	0.000	0.000	0.978	-0.054	0.205	-0.011	-0.006	1.001	0.000	0.000	0.000	0.000	0.000	98.195	4.122	0.000	
19.142	0.000	0.000	0.000	0.980	-0.056	0.202	-0.008	-0.005	0.996	0.000	0.000	0.000	0.000	0.000	98.195	4.214	0.000	
19.147	0.000	0.000	0.000	0.979	-0.054	0.201	-0.015	-0.007	1.001	0.000	0.000	0.000	0.000	0.000	98.195	4.214	0.000	
19.152	0.000	0.000	0.000	0.979	-0.057	0.198	-0.011	-0.007	0.996	0.000	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.158	0.000	0.000	0.000	0.979	-0.054	0.202	-0.011	-0.006	1.001	0.000	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.163	0.000	0.000	0.000	0.977	-0.056	0.206	-0.012	-0.005	0.996	0.000	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.168	0.000	0.000	0.000	0.977	-0.055	0.202	-0.012	-0.004	0.999	0.000	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.172	0.000	0.000	0.000	0.978	-0.057	0.199	-0.010	-0.007	0.999	0.000	0.000	0.000	0.000	0.000	98.012	4.122	0.000	
19.177	0.000	0.000	0.000	0.980	-0.054	0.201	-0.011	-0.009	0.997	0.000	0.000	0.000	0.000	0.000	98.104	4.122	0.000	
19.182	0.000	0.000	0.000	0.979	-0.056	0.202	-0.009	-0.005	0.999	0.000	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
19.188	0.000	0.000	0.000	0.974	-0.055	0.202	-0.012	-0.006	1.001	0.000	0.000	0.000	0.000	0.000	97.920	4.030	0.000	
19.192	0.000	0.000	0.000	0.979	-0.059	0.202	-0.011	-0.002	0.995	0.000	0.000	0.000	0.000	0.000	97.920	4.030	0.000	
19.198	0.000	0.000	0.000	0.978	-0.057	0.198	-0.009	-0.009	1.003	0.000	0.000	0.000	0.000	0.000	97.920	4.030	0.000	
19.202	0.000	0.000	0.000	0.978	-0.051	0.198	-0.010	-0.010	1.001	0.000	0.000	0.000	0.000	0.000	97.920	4.030	0.000	
19.208	0.000	0.000	0.000	0.977	-0.053	0.195	-0.014	-0.004	0.994	0.000	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.213	0.000	0.000	0.000	0.978	-0.052	0.200	-0.011	-0.004	0.995	0.000	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.217	0.000	0.000	0.000	0.978	-0.054	0.198	-0.007	-0.012	1.000	0.000	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.222	0.000	0.000	0.000	0.978	-0.056	0.198	-0.009	-0.004	0.996	0.000	0.000	0.000	0.000	0.000	98.195	4.122	0.000	
19.227	0.000	0.000	0.000	0.979	-0.055	0.200	-0.006	-0.005	1.005	0.000	0.000	0.000	0.000	0.000	98.012	4.122	0.000	
19.232	0.000	0.000	0.000	0.978	-0.055	0.203	-0.010	-0.008	0.999	0.000	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.238	0.000	0.000	0.000	0.980	-0.054	0.201	-0.007	-0.009	0.999	0.092	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
19.242	0.000	0.000	0.000	0.977	-0.056	0.201	-0.007	-0.004	0.996	0.092	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
19.248	0.000	0.000	0.000	0.975	-0.052	0.203	-0.014	-0.006	0.999	0.000	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.252	0.000	0.000	0.000	0.977	-0.051	0.199	-0.010	-0.006	1.001	0.000	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.257	0.000	0.000	0.000	0.977	-0.051	0.204	-0.011	-0.007	1.006	0.000	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.263	0.000	0.000	0.000	0.974	-0.055	0.197	-0.010	-0.006	1.001	0.000	0.000	0.000	0.000	0.000	98.012	3.939	0.000	
19.267	0.000	0.000	0.000	0.979	-0.056	0.200	-0.011	-0.002	1.002	0.000	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
19.273	0.000	0.000	0.000	0.980	-0.054	0.201	-0.011	-0.007	0.998	0.000	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
19.277	0.000	0.000	0.000	0.979	-0.055	0.199	-0.012	-0.008	1.005	0.000	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
19.283	0.000	0.000	0.000	0.977	-0.056	0.195	-0.014	-0.007	1.003	0.000	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
19.288	0.000	0.000	0.000	0.977	-0.056	0.204	-0.012	-0.006	0.998	0.183	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
19.292	0.000	0.000	0.000	0.980	-0.054	0.196	-0.010	-0.007	0.997	0.183	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
19.297	0.000	0.000	0.000	0.980	-0.054	0.199	-0.009	-0.006	1.002	0.092	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
19.303	0.000	0.000	0.000	0.979	-0.061	0.201	-0.009	-0.004	0.998	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
19.307	0.000	0.000	0.000	0.980	-0.053	0.205	-0.008	-0.006	0.999	0.092	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
19.312	0.000	0.000	0.000	0.978	-0.054	0.202	-0.009	-0.005	0.996	0.092	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
19.317	0.000	0.000	0.000	0.976	-0.055	0.204	-0.011	-0.003	0.997	0.000	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.323	0.000	0.000	0.000	0.974	-0.051	0.198	-0.010	-0.005	0.993	0.000	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
19.327	0.000	0.000	0.000	0.975	-0.055	0.200	-0.012	-0.007	0.999	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
19.333	0.000	0.000	0.000	0.979	-0.056	0.198	-0.011	-0.007	0.997	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
19.337	0.000	0.000	0.000	0.977	-0.055	0.204	-0.008	-0.009	0.995	0.092	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
19.343	0.000	0.000	0.000	0.976	-0.056	0.202	-0.013	-0.007	1.003	0.092	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
19.347	0.000	0.000	0.000	0.982	-0.055	0.204	-0.011	-0.008	0.994	0.183	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
19.352	0.000	0.000	0.000	0.979	-0.055	0.199	-0.007	-0.006	1.003	0.183	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.358	0.000	0.000	0.000	0.977	-0.056	0.198	-0.012	-0.005	1.001	0.092	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.362	0.000	0.000	0.000	0.978	-0.055	0.202	-0.010	-0.005	0.999	0.092	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.368	0.000	0.000	0.000	0.978	-0.055	0.200	-0.009	-0.005	0.996	0.092	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
19.373	0.000	0.000	0.000	0.982	-0.055	0.197	-0.008	-0.006	0.997	0.092	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
19.378	0.000	0.000	0.000	0.976	-0.056	0.198	-0.011	-0.009	1.001	0.000	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
19.382	0.000	0.000	0.000	0.978	-0.056	0.205	-0.009	-0.006	1.001	0.000	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.388	0.000	0.000	0.000	0.974	-0.053	0.205	-0.010	-0.006	1.001	0.000	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.392	0.000	0.000	0.000	0.979	-0.057	0.206	-0.011	-0.004	1.001	0.000	0.000	0.000	0.000	0.000	98.012	4.122	0.000	
19.398	0.000	0.000	0.000	0.976	-0.054	0.202	-0.010	-0.007	1.002	0.092	0.000	0.000	0.000	0.000	98.012	4.122	0.000	
19.402	0.000	0.000	0.000	0.975	-0.056	0.194	-0.013	-0.008	1.001	0.092	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.408	0.000	0.000	0.000	0.977	-0.054	0.200	-0.007	-0.006	0.998	0.183	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.412	0.000	0.000	0.000	0.977	-0.054	0.203	-0.007	-0.002	1.002	0.183	0.000	0.000	0.000	0.000	98.012	3.939	0.000	
19.418	0.000	0.000	0.000	0.979	-0.057	0.201	-0.008	-0.006	1.002	0.183	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
19.422	0.000	0.000	0.000	0.980	-0.053	0.197	-0.009	-0.004	1.001	0.183	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.428	0.000	0.000	0.000	0.977	-0.056	0.204	-0.007	-0.007	0.997	0.183	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
19.432	0.000	0.000	0.000	0.978	-0.054	0.197	-0.013	-0.006	0.998	0.183	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
19.438	0.000	0.000	0.000	0.979	-0.059	0.198	-0.012	-0.007	1.000	0.092	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
19.442	0.000	0.000	0.000	0.977	-0.056	0.206	-0.011	-0.005	0.996	0.092	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
19.448	0.000	0.000	0.000	0.977	-0.054	0.200	-0.015	-0.005	0.998	0.183	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
19.453	0.000	0.000	0.000	0.977	-0.051	0.204	-0.008	-0.006	0.995	0.183	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
19.457	0.000	0.000	0.000	0.981	-0.055	0.206	-0.010	-0.010	1.001	0.183	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
19.462	0.000	0.000	0.000	0.975	-0.055	0.201	-0.009	-0.006	1.005	0.183	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
19.468	0.000	0.000	0.000	0.976	-0.055	0.199	-0.009	-0.010	0.997	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
19.472	0.000	0.000	0.000	0.976	-0.052	0.199	-0.010	-0.006	1.002	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
19.478	0.000	0.000	0.000	0.979	-0.056	0.198	-0.012	-0.005	0.998	0.092	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
19.482	0.000	0.000	0.000	0.981	-0.057	0.197	-0.011	-0.004	0.997	0.092	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
19.488	0.000	0.000	0.000	0.980	-0.054	0.202	-0.006	-0.005	1.004	0.092	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.492	0.000	0.000	0.000	0.977	-0.057	0.198	-0.010	-0.003	0.997	0.092	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.498	0.000	0.000	0.000	0.976	-0.054	0.198	-0.008	-0.008	0.998	0.092	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
19.502	0.000	0.000	0.000	0.975	-0.058	0.202	-0.011	-0.008	1.000	0.092	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
19.508	0.000	0.000	0.000	0.979	-0.051	0.204	-0.011	-0.006	0.994	0.092	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.512	0.000	0.000	0.000	0.979	-0.055	0.201	-0.014	-0.007	0.995	0.092	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.517	0.000	0.000	0.000	0.977	-0.058	0.204	-0.009	-0.007	0.998	0.092	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.523	0.000	0.000	0.000	0.975	-0.055	0.202	-0.013	-0.006	0.996	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
19.527	0.000	0.000	0.000	0.976	-0.054	0.206	-0.012	-0.008	1.001	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
19.532	0.000	0.000	0.000	0.981	-0.054	0.200	-0.010	-0.007	1.004	0.092	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.538	0.000	0.000	0.000	0.976	-0.055	0.200	-0.009	-0.006	0.998	0.000	0.000	0.000	0.000	0.000	98.287	4.030	0.000	
19.542	0.000	0.000	0.000	0.978	-0.055	0.200	-0.009	-0.009	0.998	0.000	0.000	0.000	0.000	0.000	98.287	4.122	0.000	
19.548	0.000	0.000	0.000	0.980	-0.055	0.203	-0.013	-0.006	1.001	0.092	0.000	0.000	0.000	0.000	98.195	4.122	0.000	
19.553	0.000	0.000	0.000	0.976	-0.058	0.201	-0.008	-0.007	0.998	0.092	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.558	0.000	0.000	0.000	0.979	-0.055	0.200	-0.010	-0.004	0.993	0.092	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.563	0.000	0.000	0.000	0.979	-0.055	0.201	-0.009	-0.005	1.000	0.092	0.000	0.000	0.000	0.000	98.195	4.122	0.000	
19.568	0.000	0.000	0.000	0.981	-0.056	0.200	-0.005	-0.004	1.003	0.000	0.000	0.000	0.000	0.000	98.195	4.122	0.000	
19.573	0.000	0.000	0.000	0.976	-0.054	0.202	-0.008	-0.007	1.002	0.000	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.577	0.000	0.000	0.000	0.978	-0.055	0.199	-0.011	-0.005	1.002	0.183	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.583	0.000	0.000	0.000	0.976	-0.056	0.204	-0.010	-0.004	1.008	0.183	0.000	0.000	0.000	0.000	98.195	4.122	0.000	
19.588	0.000	0.000	0.000	0.975	-0.057	0.199	-0.006	-0.006	0.995	0.366	0.000	0.000	0.000	0.000	98.195	4.122	0.000	
19.593	0.000	0.000	0.000	0.978	-0.053	0.198	-0.008	-0.005	1.000	0.366	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.597	0.000	0.000	0.000	0.976	-0.057	0.203	-0.007	-0.008	0.999	0.092	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.602	0.000	0.000	0.000	0.979	-0.056	0.198	-0.010	-0.005	1.002	0.092	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.607	0.000	0.000	0.000	0.977	-0.055	0.201	-0.009	-0.007	0.998	0.183	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.612	0.000	0.000	0.000	0.978	-0.058	0.196	-0.012	-0.008	0.991	0.183	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.618	0.000	0.000	0.000	0.977	-0.056	0.199	-0.012	0.000	1.005	0.183	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.622	0.000	0.000	0.000	0.980	-0.053	0.197	-0.008	-0.006	0.999	0.183	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.628	0.000	0.000	0.000	0.975	-0.055	0.203	-0.011	-0.006	0.997	0.183	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.632	0.000	0.000	0.000	0.976	-0.052	0.204	-0.009	-0.002	1.000	0.183	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.637	0.000	0.000	0.000	0.978	-0.053	0.204	-0.011	-0.007	0.998	0.366	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.642	0.000	0.000	0.000	0.978	-0.058	0.200	-0.012	-0.008	0.996	0.366	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.647	0.000	0.000	0.000	0.980	-0.056	0.202	-0.011	-0.009	1.001	0.366	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.652	0.000	0.000	0.000	0.979	-0.057	0.200	-0.008	-0.004	0.997	0.366	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.658	0.000	0.000	0.000	0.976	-0.054	0.201	-0.007	-0.007	1.003	0.183	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.662	0.000	0.000	0.000	0.979	-0.054	0.202	-0.009	-0.007	0.996	0.183	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
19.668	0.000	0.000	0.000	0.980	-0.052	0.202	-0.011	-0.009	1.002	0.275	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
19.672	0.000	0.000	0.000	0.977	-0.053	0.200	-0.009	-0.005	1.001	0.275	0.000	0.000	0.000	0.000	98.104	4.122	0.000	
19.678	0.000	0.000	0.000	0.978	-0.059	0.200	-0.007	-0.007	0.996	0.275	0.000	0.000	0.000	0.000	98.195	4.122	0.000	
19.682	0.000	0.000	0.000	0.978	-0.055	0.200	-0.010	-0.009	0.993	0.275	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.688	0.000	0.000	0.000	0.976	-0.053	0.198	-0.010	-0.004	1.000	0.183	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.692	0.000	0.000	0.000	0.980	-0.052	0.201	-0.006	-0.009	0.997	0.183	0.000	0.000	0.000	0.000	98.195	4.122	0.000	
19.697	0.000	0.000	0.000	0.975	-0.054	0.200	-0.012	-0.007	1.000	0.183	0.000	0.000	0.000	0.000	98.287	4.122	0.000	
19.703	0.000	0.000	0.000	0.976	-0.056	0.207	-0.010	-0.006	1.003	0.183	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
19.707	0.000	0.000	0.000	0.977	-0.055	0.202	-0.013	-0.002	0.995	0.183	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
19.713	0.000	0.000	0.000	0.977	-0.058	0.204	-0.012	-0.008	1.000	0.183	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.717	0.000	0.000	0.000	0.982	-0.059	0.203	-0.015	-0.002	0.997	0.183	0.000	0.000	0.000	0.000	97.920	4.030	0.000	
19.723	0.000	0.000	0.000	0.976	-0.055	0.201	-0.010	-0.006	1.001	0.183	0.000	0.000	0.000	0.000	97.920	4.122	0.000	
19.728	0.000	0.000	0.000	0.979	-0.057	0.204	-0.011	-0.006	0.995	0.275	0.000	0.000	0.000	0.000	97.920	4.122	0.000	
19.732	0.000	0.000	0.000	0.978	-0.055	0.200	-0.008	-0.003	1.000	0.275	0.000	0.000	0.000	0.000	97.920	4.030	0.000	
19.738	0.000	0.000	0.000	0.978	-0.057	0.204	-0.013	-0.006	1.001	0.366	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.742	0.000	0.000	0.000	0.979	-0.056	0.200	-0.010	-0.005	1.003	0.366	0.000	0.000	0.000	0.000	98.012	4.122	0.000	
19.748	0.000	0.000	0.000	0.978	-0.056	0.203	-0.008	-0.007	1.003	0.183	0.000	0.000	0.000	0.000	97.920	4.122	0.000	
19.752	0.000	0.000	0.000	0.978	-0.056	0.197	-0.010	-0.008	1.006	0.183	0.000	0.000	0.000	0.000	97.920	3.939	0.000	
19.758	0.000	0.000	0.000	0.978	-0.056	0.207	-0.013	-0.005	1.000	0.366	0.000	0.000	0.000	0.000	98.012	3.939	0.000	
19.762	0.000	0.000	0.000	0.979	-0.054	0.209	-0.011	-0.004	0.996	0.366	0.000	0.000	0.000	0.000	98.012	3.939	0.000	
19.768	0.000	0.000	0.000	0.974	-0.055	0.196	-0.012	-0.007	0.997	0.183	0.000	0.000	0.000	0.000	98.012	3.939	0.000	
19.772	0.000	0.000	0.000	0.976	-0.055	0.207	-0.010	-0.007	1.006	0.183	0.000	0.000	0.000	0.000	98.012	4.214	0.000	
19.778	0.000	0.000	0.000	0.980	-0.055	0.198	-0.011	-0.006	1.001	0.275	0.000	0.000	0.000	0.000	97.920	4.214	0.000	
19.782	0.000	0.000	0.000	0.977	-0.056	0.200	-0.010	-0.006	1.000	0.275	0.000	0.000	0.000	0.000	97.920	4.030	0.000	
19.788	0.000	0.000	0.000	0.980	-0.055	0.201	-0.011	-0.007	1.006	0.275	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.793	0.000	0.000	0.000	0.976	-0.054	0.193	-0.008	-0.006	1.005	0.275	0.000	0.000	0.000	0.000	98.012	4.122	0.000	
19.798	0.000	0.000	0.000	0.978	-0.055	0.201	-0.010	-0.004	0.998	0.275	0.000	0.000	0.000	0.000	98.012	4.122	0.000	
19.802	0.000	0.000	0.000	0.978	-0.053	0.200	-0.012	-0.007	0.994	0.275	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.807	0.000	0.000	0.000	0.977	-0.055	0.204	-0.012	-0.007	0.997	0.183	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.813	0.000	0.000	0.000	0.979	-0.056	0.201	-0.012	-0.008	0.995	0.183	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.817	0.000	0.000	0.000	0.978	-0.054	0.202	-0.010	-0.007	0.993	0.183	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.823	0.000	0.000	0.000	0.976	-0.052	0.200	-0.009	-0.007	0.998	0.183	0.000	0.000	0.000	0.000	98.012	3.939	0.000	
19.827	0.000	0.000	0.000	0.976	-0.059	0.202	-0.007	-0.005	1.003	0.183	0.000	0.000	0.000	0.000	97.920	3.939	0.000	
19.833	0.000	0.000	0.000	0.977	-0.056	0.198	-0.010	-0.005	0.997	0.183	0.000	0.000	0.000	0.000	97.920	3.939	0.000	
19.838	0.000	0.000	0.000	0.980	-0.056	0.207	-0.012	-0.006	0.998	0.275	0.000	0.000	0.000	0.000	97.829	3.939	0.000	
19.842	0.000	0.000	0.000	0.979	-0.055	0.199	-0.012	-0.008	1.000	0.275	0.000	0.000	0.000	0.000	97.829	3.939	0.000	
19.847	0.000	0.000	0.000	0.980	-0.052	0.197	-0.011	-0.003	0.997	0.275	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
19.852	0.000	0.000	0.000	0.977	-0.053	0.192	-0.007	-0.008	1.000	0.275	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
19.858	0.000	0.000	0.000	0.980	-0.055	0.195	-0.010	-0.006	0.999	0.183	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.863	0.000	0.000	0.000	0.977	-0.053	0.202	-0.011	-0.006	1.000	0.183	0.000	0.000	0.000	0.000	98.012	3.939	0.000	
19.868	0.000	0.000	0.000	0.977	-0.057	0.204	-0.014	-0.007	1.004	0.183	0.000	0.000	0.000	0.000	97.920	3.939	0.000	
19.872	0.000	0.000	0.000	0.979	-0.054	0.204	-0.013	-0.009	1.000	0.183	0.000	0.000	0.000	0.000	97.920	4.030	0.000	
19.877	0.000	0.000	0.000	0.978	-0.058	0.197	-0.010	-0.009	1.004	0.000	0.000	0.000	0.000	0.000	97.920	4.030	0.000	
19.883	0.000	0.000	0.000	0.977	-0.056	0.207	-0.011	-0.003	1.001	0.000	0.000	0.000	0.000	0.000	97.920	4.030	0.000	
19.888	0.000	0.000	0.000	0.978	-0.056	0.199	-0.012	-0.004	1.001	0.092	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.893	0.000	0.000	0.000	0.978	-0.054	0.204	-0.010	-0.005	1.002	0.092	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
19.898	0.000	0.000	0.000	0.977	-0.058	0.202	-0.009	-0.009	1.003	0.000	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
